Fecha,Amazonas,Ancash,Apurimac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,La Libertad,Lambayeque,Lima,Loreto,Madre de Dios,Moquegua,Pasco,Piura,Puno,San Martín,Tacna ,Tumbes,Ucayali,No registrado
2010-07-01,2.0580154,456.81058422,12.45764504,285.11772717,8.23091248,200.78053581,259.88735071,21.54942561,10.78852007,2.37030488,322.951246310001,35.11958811,181.04003174,32.15033417,719.294947529992,6.44269669,4.17834691,209.54157652,44.66208386,106.53068599,40.95931454,12.79617634,48.75828615,6.48638423,4.18538965,0.211275302176091
2010-08-01,2.02218203,279.76952732,8.33184635,301.27474554,10.83998554,166.56232552,288.8251295,41.2186999,3.53901208,3.33991916,305.61866395,50.57082237,159.108034719999,35.78112554,786.730173380004,2.14160408,3.84562662,237.12848997,82.62550684,159.14674839,39.21653795,12.41023951,47.3067982399999,5.06795579,2.4598212,0.767673328763067
2010-09-01,2.73162212,457.3455215,3.12549143,324.19709529,10.17687103,264.14378129,293.287426880001,41.53017564,0.97363943,1.78540455,390.169953459999,31.58321028,201.27302257,32.4605746400001,778.11024688001,3.84032018,4.38685421,145.06644794,72.52366866,115.45532748,56.01332522,9.27736355,61.11964931,6.96865872,3.14361928,0.795142527872486
2010-10-01,2.61515958,326.61174035,8.85743085,303.29218062,7.4112694,207.23203963,237.45178213,65.39287816,13.45466894,1.06140628,292.795150780001,37.25660397,157.77581086,41.3795890299999,832.171482930007,1.8340145,3.44048921,225.24654155,117.44044725,153.31915111,53.7911447399999,13.29317323,52.40659773,9.21064394,4.87704626,0.789171677726699
2010-11-01,2.36941264,322.16636604,16.01224737,380.73983524,12.52704049,249.32809875,225.88147502,42.17330238,3.4196517,1.33790986,370.39760734,47.55368441,160.65935093,40.44894702,923.541867810003,2.98128758,4.43729213,205.86816871,93.63848476,144.12660905,49.74348738,12.88575383,26.76502912,13.32476383,3.21119642,0.561751825594456
2010-12-01,2.1042734,362.41281928,23.70231445,339.26122155,8.29455059,218.54804456,229.65640069,49.30128338,11.64794425,7.79386999,408.761116309999,81.46907998,219.13592442,38.22025543,945.064270660004,4.89381036,2.94394725,284.21755439,164.850126,234.290995890001,49.09534637,18.60094956,51.9118709899999,13.12265086,3.55091539,0.147749941877919
2011-01-01,1.01151416,353.06231445,0.00262,342.98340954,10.33274086,149.28707329,186.72509206,22.85668717,3.51715676,8.25811909,352.31993508,22.28458559,163.61243658,15.70801827,780.028749360013,2.33651212,2.79775244,215.29452525,54.38064626,169.881325350001,50.0329976,1.96049785,38.79474948,12.4734173,3.34869786,0.825155034654472
2011-02-01,1.18554242,433.08018231,0.23824668,417.97666726,9.56638039,195.58684343,249.2779809,42.29533607,10.87427389,2.24171527,368.913162490001,37.73421273,178.05328269,17.69591265,882.707416990015,4.23916269,2.43987748,206.60386008,24.70180973,184.54023842,71.52856631,5.4607279,17.13610649,11.50422243,2.15405058,0.24022059029312
2011-03-01,0.09692063,396.02096703,1.40053516,442.46525148,9.33703746,202.78774691,261.90994185,51.53400287,8.71538747,0.69158109,406.40133976,60.14183655,212.11303387,16.12636756,945.312489150012,2.2400461,3.23932173,278.88952672,81.29760255,246.67418776,75.46318184,2.43851404,28.528735,14.25129503,2.60951646,0.66448736994289
2011-04-01,0.08752748,283.28650884,1.66075672,327.69895541,10.35220414,234.28276789,186.54589598,53.3609274,3.89556876,0.87446362,416.92299218,74.22066949,158.34170678,16.69876239,1000.60386005,2.8780626,3.80150019,172.08504454,161.54991442,172.1206302,86.74870754,3.05818029,30.79526001,11.68863722,3.24038814,0.712462099605091
